area,city,lattitude,logitude,property_type,bedrooms,bathrooms,land_area,building_area,floors,maid_bedrooms,maid_bathrooms,certificate,voltage,building_age,year,condition,garage,carport,price
Sentul City, Bogor,-6.5183495,106.8512789,rumah,4.0,3.0,663.0,250.0,2.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,0,1,4500000000.0
Sentul City, Bogor,-6.5183495,106.8512789,rumah,4.0,4.0,181.0,179.0,2.0,1.0,1.0,"lainnya (ppjb,girik,adat,dll)",3300 mah,1.0,2021.0,baru,0,1,4700000000.0
Sentul City, Bogor,-6.5183495,106.8512789,rumah,5.0,4.0,710.0,612.0,3.0,2.0,1.0,hgb - hak guna bangunan,3500 mah,6.0,2016.0,bagus sekali,1,1,5750000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,60.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,bagus sekali,0,0,300000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,84.0,70.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,bagus,0,1,630000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,72.0,60.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,bagus,0,1,599000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,2.0,60.0,55.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,3.0,2019.0,bagus sekali,0,1,890000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,90.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,bagus,0,1,810000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,84.0,70.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,bagus,0,1,630000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,72.0,60.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,7.0,2015.0,bagus,0,1,599000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,72.0,60.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,bagus,0,1,600000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,60.0,30.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,8.0,2014.0,bagus,0,1,499000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,90.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,bagus,0,1,810000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,90.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,6.0,2016.0,bagus,0,1,810000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,72.0,60.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,bagus,0,1,599000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,90.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,9.0,2013.0,bagus,0,1,810000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,72.0,60.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,bagus,1,1,599000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,60.0,32.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,351000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,90.0,38.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,6.0,2016.0,baru,0,1,325000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,36.0,72.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,9.0,2013.0,sudah renovasi,0,1,245000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,3.0,2.0,94.0,96.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,1350000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,1.0,1.0,72.0,22.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,7.0,2015.0,bagus,1,1,250000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,3.0,2.0,112.0,68.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,6.0,2016.0,sudah renovasi,1,1,375000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,3.0,2.0,200.0,100.0,1.0,1.0,0.0,shm - sertifikat hak milik,1300 mah,2.0,2020.0,bagus,1,1,975000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,72.0,60.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,0.0,2022.0,baru,1,1,325000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,3.0,2.0,105.0,100.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,3.0,2019.0,bagus,0,1,1450000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,3.0,2.0,105.0,100.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,0,1,1450000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,3.0,2.0,60.0,51.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,500000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,120.0,79.0,2.0,0.0,0.0,shm - sertifikat hak milik,3300 mah,5.0,2017.0,bagus,1,0,1500000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,3.0,2.0,90.0,75.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,0.0,2022.0,bagus sekali,0,1,359000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,60.0,38.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,350000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,60.0,29.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,168000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,72.0,21.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,5.0,2017.0,bagus,1,1,195000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,90.0,36.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,9.0,2013.0,bagus,1,1,280000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,60.0,30.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,530000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,1.0,1.0,60.0,23.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,493000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,150.0,45.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,1.0,2021.0,bagus sekali,1,1,130000000.0
Cileungsi, Bogor,-6.39754,106.96505,rumah,2.0,1.0,105.0,36.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,2.0,2020.0,bagus sekali,1,1,475000000.0
Kemang, Bogor,-6.5075365,106.7295099,rumah,2.0,1.0,72.0,50.0,1.0,0.0,0.0,,2200 mah,0.0,2022.0,baru,0,1,500000000.0
Kemang, Bogor,-6.5075365,106.7295099,rumah,3.0,2.0,94.0,96.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,8.0,2014.0,baru,0,1,1350000000.0
Kemang, Bogor,-6.5075365,106.7295099,rumah,2.0,1.0,84.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,sudah renovasi,0,1,660000000.0
Kemang, Bogor,-6.5075365,106.7295099,rumah,2.0,2.0,84.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,700000000.0
Kemang, Bogor,-6.5075365,106.7295099,rumah,2.0,1.0,62.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,0,333000000.0
Kemang, Bogor,-6.5075365,106.7295099,rumah,2.0,1.0,72.0,50.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,0,525000000.0
Ciomas, Bogor,-6.6068275,106.763125,rumah,4.0,3.0,126.0,180.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,5.0,2017.0,bagus,1,1,1440000000.0
Ciomas, Bogor,-6.6068275,106.763125,rumah,3.0,2.0,66.0,56.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,600000000.0
Ciomas, Bogor,-6.6068275,106.763125,rumah,3.0,2.0,66.0,56.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,600000000.0
Ciomas, Bogor,-6.6068275,106.763125,rumah,4.0,3.0,126.0,180.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,8.0,2014.0,bagus,1,1,1440000000.0
Ciomas, Bogor,-6.6068275,106.763125,rumah,2.0,2.0,96.0,80.0,1.0,1.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,bagus sekali,1,0,555000000.0
Ciomas, Bogor,-6.6068275,106.763125,rumah,3.0,2.0,94.0,96.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,3.0,2019.0,baru,0,1,1350000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,70.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,8.0,2014.0,bagus,0,1,530000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,84.0,39.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,930000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,81.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,0,1,900000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,2.0,104.0,60.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,1,0,1080000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,68.0,36.0,1.0,0.0,0.0,,1300 mah,5.0,2017.0,bagus,0,1,500000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,2.0,60.0,65.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,8.0,2014.0,bagus,1,0,1080000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,84.0,39.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,bagus,0,1,930000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,2.0,104.0,60.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,1,0,1080000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,3.0,2.0,81.0,51.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,960000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,4.0,4.0,120.0,98.0,2.0,1.0,0.0,hgb - hak guna bangunan,2200 mah,4.0,2018.0,bagus,0,1,1400000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,68.0,36.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,4.0,2018.0,bagus,0,1,500000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,81.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,4.0,2018.0,sudah renovasi,1,0,900000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,3.0,2.0,94.0,70.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,bagus,0,1,1150000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,4.0,4.0,120.0,98.0,2.0,1.0,0.0,hgb - hak guna bangunan,2200 mah,9.0,2013.0,bagus,0,1,1400000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,2.0,60.0,65.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,5.0,2017.0,bagus,1,0,1080000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,81.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,4.0,2018.0,sudah renovasi,1,0,900000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,3.0,2.0,94.0,70.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,0,1,1150000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,70.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,bagus,0,1,530000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,4.0,4.0,120.0,98.0,2.0,1.0,0.0,,2200 mah,5.0,2017.0,bagus,0,1,1400000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,68.0,36.0,1.0,0.0,0.0,,1300 mah,2.0,2020.0,bagus,1,1,500000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,2.0,60.0,65.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,1,1,1080000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,81.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,8.0,2014.0,sudah renovasi,1,1,900000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,70.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,2.0,2020.0,bagus,0,1,530000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,70.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,4.0,2018.0,bagus,0,1,530000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,70.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,bagus,0,1,530000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,68.0,36.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,5.0,2017.0,bagus,0,1,500000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,2.0,60.0,65.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,3.0,2019.0,bagus,1,0,1080000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,84.0,39.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,9.0,2013.0,bagus,0,1,930000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,81.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,6.0,2016.0,sudah renovasi,1,0,900000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,3.0,2.0,81.0,51.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,0,1,960000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,4.0,4.0,120.0,98.0,2.0,1.0,0.0,,2200 mah,5.0,2017.0,bagus,0,1,1400000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,70.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,4.0,2018.0,bagus,0,1,530000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,2.0,104.0,60.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,1,1,1080000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,3.0,2.0,94.0,70.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,0,1,1150000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,72.0,39.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,baru,1,1,800000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,3.0,2.0,65.0,60.0,2.0,1.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,637000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,3.0,2.0,78.0,60.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,755000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,3.0,2.0,64.0,60.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,685000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,60.0,35.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,438000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,63.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,0,438000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,3.0,2.0,65.0,87.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,0,1090000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,3.0,2.0,90.0,80.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,5.0,2017.0,bagus,0,0,570000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,,,112.0,100.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,butuh renovasi,0,0,600000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,60.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,435000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,2.0,60.0,94.0,2.0,0.0,0.0,"lainnya (ppjb,girik,adat,dll)",2200 mah,0.0,2022.0,bagus,0,1,960000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,60.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,466000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,60.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,8.0,2014.0,baru,0,1,400000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,60.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,400000000.0
Gunung Sindur, Bogor,-6.387334,106.6872949,rumah,2.0,1.0,60.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,400000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,5.0,2.0,104.0,180.0,3.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,5.0,2017.0,bagus,0,1,1620000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,60.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,375000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,5.0,2.0,104.0,180.0,3.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,1620000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,105.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,1,1,810000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,40.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,195000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,55.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,100000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,,1.0,45.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,200000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,60.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,275000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,84.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,baru,1,1,400000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,84.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,baru,1,1,400000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,72.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,0,473000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,60.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,275000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,60.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,275000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,42.0,42.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,160000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,60.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,0,399000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,60.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,225000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,4.0,4.0,150.0,147.0,2.0,0.0,0.0,shm - sertifikat hak milik,6600 mah,9.0,2013.0,bagus,0,1,790000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,55.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,150000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,,1.0,38.0,38.0,1.0,0.0,0.0,shm - sertifikat hak milik,900 mah,0.0,2022.0,baru,0,0,135000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,113.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,5.0,2017.0,bagus,0,1,437000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,60.0,55.0,1.0,0.0,0.0,shm - sertifikat hak milik,900 mah,1.0,2021.0,sudah renovasi,0,0,250000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,30.0,30.0,1.0,0.0,0.0,shm - sertifikat hak milik,900 mah,2.0,2020.0,bagus,0,0,125000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,38.0,38.0,1.0,0.0,0.0,shm - sertifikat hak milik,900 mah,0.0,2022.0,baru,0,0,135000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,55.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,100000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,40.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,0,150000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,55.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,0,100000000.0
Bojong Gede, Bogor,-6.4769375,106.7880935,rumah,2.0,1.0,45.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,0,172000000.0
Kedung Halang, Bogor,-6.5502955,106.8097115,rumah,4.0,3.0,153.0,200.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,0,1,2400000000.0
Kedung Halang, Bogor,-6.5502955,106.8097115,rumah,2.0,1.0,66.0,33.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,5.0,2017.0,bagus,1,1,650000000.0
Kedung Halang, Bogor,-6.5502955,106.8097115,rumah,2.0,2.0,84.0,96.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,baru,0,1,1700000000.0
Kedung Halang, Bogor,-6.5502955,106.8097115,rumah,2.0,1.0,66.0,33.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,4.0,2018.0,bagus,1,1,650000000.0
Kedung Halang, Bogor,-6.5502955,106.8097115,rumah,3.0,2.0,101.0,45.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,5.0,2017.0,bagus,1,0,800000000.0
Tapos, Bogor,-6.40158,106.49494,rumah,2.0,1.0,84.0,48.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,0,1,840000000.0
Cibinong, Bogor,-6.4824535,106.8367054,rumah,2.0,1.0,88.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,8.0,2014.0,bagus,0,1,699000000.0
Cibinong, Bogor,-6.4824535,106.8367054,rumah,2.0,1.0,105.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,bagus,1,0,810000000.0
Cibinong, Bogor,-6.4824535,106.8367054,rumah,3.0,2.0,105.0,150.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,3.0,2019.0,bagus,1,1,1380000000.0
Cibinong, Bogor,-6.4824535,106.8367054,rumah,2.0,1.0,88.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,bagus,0,1,699000000.0
Cibinong, Bogor,-6.4824535,106.8367054,rumah,3.0,3.0,164.0,104.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,4.0,2018.0,bagus,1,1,1500000000.0
Cibinong, Bogor,-6.4824535,106.8367054,rumah,2.0,1.0,105.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,8.0,2014.0,bagus,1,0,810000000.0
Cibinong, Bogor,-6.4824535,106.8367054,rumah,3.0,1.0,98.0,68.0,1.0,1.0,0.0,hgb - hak guna bangunan,1300 mah,3.0,2019.0,bagus,1,1,780000000.0
Cibinong, Bogor,-6.4824535,106.8367054,rumah,2.0,1.0,96.0,71.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,bagus,0,1,800000000.0
Cibinong, Bogor,-6.4824535,106.8367054,rumah,3.0,4.0,90.0,180.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,bagus,0,1,840000000.0
