area,city,lattitude,logitude,property_type,bedrooms,bathrooms,land_area,building_area,floors,maid_bedrooms,maid_bathrooms,certificate,voltage,building_age,year,condition,garage,carport,price
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,4.0,4.0,239.0,272.0,2.0,0.0,1.0,shm - sertifikat hak milik,4400 mah,5.0,2017.0,bagus,0,0,2990000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,2.0,55.0,69.0,2.0,0.0,0.0,hgb - hak guna bangunan,2200 mah,6.0,2016.0,bagus,0,1,1270000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,3.0,119.0,131.0,2.0,1.0,1.0,hgb - hak guna bangunan,2200 mah,1.0,2021.0,bagus,1,1,1950000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,3.0,180.0,174.0,2.0,1.0,1.0,shm - sertifikat hak milik,3500 mah,6.0,2016.0,bagus sekali,1,0,3300000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,4.0,3.0,328.0,196.0,2.0,1.0,1.0,shm - sertifikat hak milik,3500 mah,9.0,2013.0,bagus,1,1,4500000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,3.0,136.0,200.0,2.0,1.0,1.0,shm - sertifikat hak milik,3500 mah,9.0,2013.0,bagus,1,1,2700000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,2.0,2.0,55.0,50.0,2.0,0.0,0.0,"lainnya (ppjb,girik,adat,dll)",2200 mah,7.0,2015.0,baru,0,1,952000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,2.0,1.0,119.0,82.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,bagus sekali,1,1,1800000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,3.0,144.0,149.0,2.0,1.0,1.0,hgb - hak guna bangunan,2200 mah,8.0,2014.0,bagus,1,1,2350000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,3.0,144.0,200.0,2.0,0.0,0.0,,2200 mah,8.0,2014.0,sudah renovasi,1,1,2500000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,3.0,193.0,136.0,3.0,1.0,1.0,hgb - hak guna bangunan,3500 mah,7.0,2015.0,bagus,1,1,2700000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,5.0,4.0,192.0,370.0,2.0,1.0,1.0,hgb - hak guna bangunan,3500 mah,4.0,2018.0,baru,0,1,5360000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,2.0,2.0,55.0,50.0,2.0,1.0,1.0,hgb - hak guna bangunan,2200 mah,1.0,2021.0,baru,0,1,952000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,4.0,3.0,119.0,150.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,8.0,2014.0,bagus,0,0,2250000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,2.0,119.0,150.0,1.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,6.0,2016.0,bagus,1,1,2250000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,3.0,144.0,150.0,1.0,1.0,1.0,"lainnya (ppjb,girik,adat,dll)",2200 mah,6.0,2016.0,bagus,0,1,2450000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,1.0,110.0,110.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,0,125000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,2.0,2.0,119.0,98.0,2.0,0.0,0.0,shm - sertifikat hak milik,3500 mah,2.0,2020.0,bagus,1,1,1980000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,3.0,78.0,83.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,764000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,,,164.0,155.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,12.0,2010.0,bagus,0,0,2000000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,3.0,78.0,83.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,764000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,3.0,2.0,144.0,186.0,2.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,sudah renovasi,1,1,2550000000.0
Summarecon Bekasi, Bekasi,-6.223945,106.9862751,rumah,2.0,1.0,55.0,30.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,480000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,2.0,1.0,60.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,300000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,4.0,3.0,192.0,307.0,3.0,1.0,1.0,hgb - hak guna bangunan,3500 mah,0.0,2022.0,baru,0,1,5270000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,4.0,3.0,150.0,200.0,2.0,1.0,1.0,shm - sertifikat hak milik,5500 mah,7.0,2015.0,bagus,1,1,2800000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,4.0,4.0,135.0,149.0,2.0,0.0,0.0,,3500 mah,7.0,2015.0,bagus,0,1,2710000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,3.0,1.0,72.0,42.0,1.0,0.0,0.0,hgb - hak guna bangunan,2200 mah,0.0,2022.0,baru,0,0,500000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,3.0,1.0,60.0,37.0,1.0,0.0,0.0,hgb - hak guna bangunan,2200 mah,0.0,2022.0,baru,0,0,439000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,3.0,2.0,92.0,82.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,baru,1,0,800000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,3.0,2.0,200.0,125.0,1.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,1,1,850000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,3.0,2.0,90.0,146.0,2.0,0.0,0.0,shm - sertifikat hak milik,3500 mah,2.0,2020.0,bagus,1,1,700000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,5.0,4.0,348.0,430.0,2.0,1.0,1.0,shm - sertifikat hak milik,5500 mah,9.0,2013.0,bagus,1,1,4950000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,4.0,4.0,84.0,105.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,1300000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,3.0,2.0,120.0,90.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,1200000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,5.0,4.0,160.0,296.0,2.0,0.0,0.0,shm - sertifikat hak milik,3500 mah,6.0,2016.0,bagus,0,0,2650000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,4.0,4.0,84.0,105.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,1300000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,4.0,4.0,84.0,105.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,1300000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,2.0,1.0,90.0,65.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,11.0,2011.0,sudah renovasi,0,0,425000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,2.0,1.0,70.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,280000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,6.0,2.0,127.0,190.0,2.0,1.0,1.0,shm - sertifikat hak milik,3500 mah,1.0,2021.0,bagus,1,1,999000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,5.0,4.0,400.0,398.0,2.0,1.0,2.0,shm - sertifikat hak milik,6600 mah,7.0,2015.0,baru,1,1,5750000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,3.0,2.0,100.0,136.0,2.0,1.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,bagus,1,1,1500000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,8.0,9.0,700.0,1400.0,4.0,2.0,2.0,shm - sertifikat hak milik,7700 mah,11.0,2011.0,bagus,1,1,6800000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,4.0,5.0,250.0,400.0,1.0,0.0,0.0,shm - sertifikat hak milik,3300 mah,3.0,2019.0,bagus,1,1,3000000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,2.0,1.0,60.0,19.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,168000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,3.0,1.0,90.0,80.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,870000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,2.0,1.0,86.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,495000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,2.0,2.0,70.0,70.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,bagus,1,1,300000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,2.0,2.0,55.0,60.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,baru,0,1,1440000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,3.0,3.0,78.0,83.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,764000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,,2.0,120.0,90.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,baru,0,1,1200000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,3.0,3.0,78.0,83.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,764000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,2.0,1.0,86.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,495000000.0
Bekasi, Bekasi,-6.2849775,106.970127,rumah,4.0,3.0,100.0,136.0,2.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,1500000000.0
Setu, Bekasi,-6.358777,107.0348331,rumah,2.0,1.0,60.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,300000000.0
Setu, Bekasi,-6.358777,107.0348331,rumah,2.0,1.0,60.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,9.0,2013.0,baru,0,1,365000000.0
Setu, Bekasi,-6.358777,107.0348331,rumah,2.0,1.0,60.0,38.0,1.0,0.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,350000000.0
Setu, Bekasi,-6.358777,107.0348331,rumah,2.0,1.0,60.0,38.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,2.0,2020.0,baru,0,1,351000000.0
Setu, Bekasi,-6.358777,107.0348331,rumah,2.0,1.0,60.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,bagus,0,1,393000000.0
Setu, Bekasi,-6.358777,107.0348331,rumah,2.0,1.0,72.0,36.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,1.0,2021.0,baru,0,1,392000000.0
Setu, Bekasi,-6.358777,107.0348331,rumah,2.0,1.0,66.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,baru,1,1,440000000.0
Setu, Bekasi,-6.358777,107.0348331,rumah,2.0,1.0,60.0,38.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,2.0,2020.0,baru,0,1,351000000.0
Setu, Bekasi,-6.358777,107.0348331,rumah,2.0,1.0,66.0,38.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,401000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,4.0,4.0,160.0,216.0,2.0,1.0,0.0,shm - sertifikat hak milik,4400 mah,5.0,2017.0,bagus,0,0,1990000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,2.0,126.0,126.0,2.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus sekali,0,1,1150000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,5.0,4.0,376.0,700.0,2.0,1.0,1.0,,3300 mah,7.0,2015.0,bagus,1,1,3200000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,2.0,66.0,87.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,1,1,950000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,2.0,126.0,80.0,2.0,1.0,1.0,hgb - hak guna bangunan,2200 mah,6.0,2016.0,bagus,0,0,1500000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,2.0,84.0,56.0,2.0,0.0,0.0,"lainnya (ppjb,girik,adat,dll)",2200 mah,7.0,2015.0,baru,1,1,1250000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,5.0,3.0,152.0,200.0,2.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,5.0,2017.0,sudah renovasi,1,1,1200000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,5.0,5.0,376.0,700.0,2.0,0.0,0.0,hgb - hak guna bangunan,3300 mah,7.0,2015.0,bagus sekali,1,1,3200000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,90.0,60.0,1.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,12.0,2010.0,bagus,0,1,850000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,2.0,139.0,120.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,1,1,1280000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,3.0,58.0,90.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,895000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,4.0,3.0,131.0,225.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,1,1,1450000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,126.0,90.0,1.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,12.0,2010.0,bagus,0,1,1300000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,2.0,90.0,60.0,1.0,1.0,0.0,shm - sertifikat hak milik,1300 mah,16.0,2006.0,bagus,0,1,690000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,90.0,120.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,1,1,950000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,4.0,3.0,90.0,160.0,2.0,0.0,0.0,shm - sertifikat hak milik,4400 mah,2.0,2020.0,bagus,1,1,1350000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,2.0,138.0,120.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,1,1,1000000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,3.0,160.0,216.0,3.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,5.0,2017.0,sudah renovasi,1,1,2850000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,36.0,63.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,342000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,36.0,60.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,327000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,90.0,70.0,1.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,0,1,975000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,2.0,90.0,70.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,bagus,0,0,975000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,4.0,3.0,105.0,100.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,0,0,1370000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,4.0,3.0,105.0,100.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,1370000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,3.0,114.0,228.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,bagus,1,0,1550000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,2.0,108.0,69.0,1.0,1.0,0.0,hgb - hak guna bangunan,2200 mah,5.0,2017.0,bagus,0,0,1250000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,60.0,29.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,168000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,1.0,144.0,77.0,1.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,0,0,1400000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,2.0,77.0,140.0,2.0,1.0,0.0,shm - sertifikat hak milik,3500 mah,7.0,2015.0,bagus,0,0,799000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,2.0,54.0,63.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,779000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,66.0,60.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,0,1,775000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,3.0,144.0,157.0,2.0,1.0,1.0,shm - sertifikat hak milik,3500 mah,8.0,2014.0,bagus,1,1,2150000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,,,63.0,53.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,0,779000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,2.0,179.0,56.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,baru,0,1,1750000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,94.0,75.0,1.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,22.0,2000.0,bagus,0,1,750000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,5.0,4.0,125.0,136.0,2.0,0.0,0.0,shm - sertifikat hak milik,3500 mah,3.0,2019.0,sudah renovasi,1,1,1250000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,2.0,133.0,80.0,2.0,1.0,1.0,"lainnya (ppjb,girik,adat,dll)",2200 mah,9.0,2013.0,sudah renovasi,1,1,1800000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,1.0,36.0,60.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,9.0,2013.0,butuh renovasi,1,0,520000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,2.0,84.0,56.0,2.0,0.0,0.0,"lainnya (ppjb,girik,adat,dll)",2200 mah,4.0,2018.0,bagus,0,1,1300000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,94.0,110.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,6.0,2016.0,bagus,1,1,685000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,105.0,70.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,6.0,2016.0,bagus,1,1,930000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,1.0,60.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,butuh renovasi,0,1,520000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,1.0,60.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,butuh renovasi,0,1,520000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,119.0,63.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,baru,1,1,1200000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,,,144.0,121.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,6.0,2016.0,bagus,0,0,2170000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,4.0,3.0,131.0,225.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,6.0,2016.0,bagus,0,1,1450000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,2.0,90.0,53.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,8.0,2014.0,baru,1,1,1200000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,4.0,3.0,131.0,225.0,2.0,1.0,1.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,0,1,1450000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,1.0,96.0,70.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,5.0,2017.0,butuh renovasi,0,1,620000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,2.0,2.0,144.0,110.0,1.0,1.0,0.0,shm - sertifikat hak milik,3500 mah,4.0,2018.0,bagus,0,1,1450000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,2.0,160.0,260.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,8.0,2014.0,bagus,0,0,1600000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,4.0,5.0,160.0,280.0,2.0,1.0,1.0,shm - sertifikat hak milik,7600 mah,4.0,2018.0,bagus,0,0,3000000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,4.0,5.0,160.0,280.0,2.0,1.0,1.0,shm - sertifikat hak milik,7600 mah,6.0,2016.0,bagus,0,0,3000000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,2.0,144.0,120.0,1.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,5.0,2017.0,bagus,0,0,1800000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,3.0,270.0,175.0,2.0,1.0,1.0,shm - sertifikat hak milik,5500 mah,6.0,2016.0,bagus,0,1,2700000000.0
Harapan Indah, Bekasi,-6.1817523,106.9736839,rumah,3.0,2.0,53.0,63.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,970000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,2.0,1.0,60.0,55.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,575000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,3.0,2.0,72.0,69.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,2.0,2020.0,bagus sekali,1,1,900000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,3.0,3.0,60.0,110.0,3.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,1250000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,3.0,1.0,72.0,42.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,525000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,2.0,1.0,70.0,38.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,510000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,2.0,2.0,92.0,120.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,7.0,2015.0,bagus,0,1,895000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,4.0,3.0,135.0,110.0,2.0,0.0,0.0,shm - sertifikat hak milik,5500 mah,5.0,2017.0,bagus,0,1,2500000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,4.0,3.0,165.0,180.0,2.0,0.0,1.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,sudah renovasi,1,1,1650000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,1.0,1.0,94.0,75.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,bagus,1,1,690000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,2.0,1.0,78.0,54.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,baru,0,1,750000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,3.0,3.0,78.0,83.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,764000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,3.0,3.0,78.0,83.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,764000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,2.0,2.0,60.0,40.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,1.0,2021.0,baru,0,1,42000000.0
Bekasi Kota, Bekasi,-6.2845395,106.973377,rumah,3.0,3.0,77.0,150.0,3.0,0.0,0.0,shm - sertifikat hak milik,3300 mah,7.0,2015.0,bagus,0,1,1400000000.0
Cibitung, Bekasi,-6.243801,107.1036725,rumah,2.0,2.0,60.0,48.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,500000000.0
Cibitung, Bekasi,-6.243801,107.1036725,rumah,2.0,1.0,66.0,63.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,342000000.0
Cibitung, Bekasi,-6.243801,107.1036725,rumah,3.0,3.0,78.0,83.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,764000000.0
Cibitung, Bekasi,-6.243801,107.1036725,rumah,3.0,3.0,78.0,83.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,764000000.0
